   "time"				"x"					"y"
   0.0000000000000000e+00	   0.0000000000000000e+00	  -0.0000000000000000e+00	
   9.2034339904785156e-03	  -3.7000868534649804e-04	   2.7461158708646218e-05	
   1.0941886901855469e-01	   2.6154658925667479e-04	   1.0175888683351517e-03	
   2.0952534675598145e-01	  -4.7081622635299487e-04	   1.1756431647380904e-03	
   3.0910325050354004e-01	  -1.0080661351824247e-04	   1.1481819216062486e-03	
   4.0922665596008301e-01	  -2.7815780816989593e-04	   1.2650444326769638e-03	
   5.0990700721740723e-01	  -3.1642868639842096e-04	   7.4938483264646747e-04	
   6.1853575706481934e-01	  -6.5582103804682080e-04	   1.1893737283359953e-03	
   7.0956301689147949e-01	  -7.7843896862316828e-05	   1.4575777111143200e-03	
   8.0961513519287109e-01	  -2.8581142521206837e-04	   1.1619124852041535e-03	
   9.0981435775756836e-01	   3.2278021579982381e-04	   1.8426446056818147e-03	
   1.0093193054199219e+00	   1.0715905985500031e-04	   1.4438473163628062e-03	
   1.1092410087585449e+00	  -7.0190269267244898e-05	   1.5607097745231622e-03	
   1.2097024917602539e+00	  -8.5497513904489301e-05	   1.3544457636415097e-03	
   1.3096082210540771e+00	   4.7716774520149829e-04	   1.4163861576541601e-03	
   1.4095299243927002e+00	   2.4623747909002222e-04	   8.1132491036385839e-04	
   1.5099406242370605e+00	  -1.2031781250273095e-03	   1.3336972607818020e-03	
   1.6183958053588867e+00	  -1.9202346129350899e-03	   1.6980157684256206e-03	
   1.7097449302673340e+00	  -1.1878699423489114e-03	   1.5399613031762906e-03	
   1.8091783523559570e+00	  -1.9202346129350899e-03	   1.6980157684256206e-03	
   1.9097933769226074e+00	  -1.1802153872655851e-03	   1.6430932821619370e-03	
   2.0092844963073730e+00	   1.6956558762250165e-03	   2.8895242261236007e-04	
   2.1095468997955322e+00	   9.4798582653100199e-04	   2.4074282406967844e-04	
   2.2089231014251709e+00	   2.7597564778468605e-03	  -4.1222286440178513e-04	
   2.3096642494201660e+00	   1.6420758772769395e-03	  -4.3297125132546119e-04	
   2.4090056419372559e+00	   1.8500415612030820e-03	  -1.3730574063287171e-04	
   2.5098035335540771e+00	   2.7827192156085851e-03	  -1.0282684302165005e-04	
   2.6193499565124512e+00	   5.4735800391584374e-04	  -1.4432373280503393e-04	
   2.7101826667785645e+00	   1.7888079346599329e-03	  -9.6236147797953509e-04	
   2.8090801239013672e+00	  -7.4767192577632235e-04	  -4.8209661568354053e-05	
   2.9103598594665527e+00	  -4.5925454417650215e-05	  -6.1879181088820645e-04	
   3.0091438293457031e+00	  -2.3092748364671298e-04	  -6.0506150055988830e-04	
   3.1098875999450684e+00	   4.8482044530831589e-04	   1.5195183054861976e-03	
   3.2091040611267090e+00	   6.6217161885417041e-04	   1.4026555625434188e-03	
   3.3095440864562988e+00	   2.6154658925667479e-04	   1.0175888683351517e-03	
   3.4091482162475586e+00	   1.0168730595634240e-03	   1.1689303929531202e-03	
   3.5097458362579346e+00	   5.0012954492206904e-04	   1.7257821475214589e-03	
   3.6181662082672119e+00	   4.3124136329559371e-04	   7.9759443118914905e-04	
   3.7104134559631348e+00	   1.0398357762193497e-03	   1.4783261824611918e-03	
   3.8087549209594727e+00	   8.3186639289308938e-04	   1.1826611253974164e-03	
   3.9092421531677246e+00	   1.2171851158944945e-03	   1.3614638402368675e-03	
   4.0096671581268311e+00	   4.3124136329559371e-04	   7.9759443118914905e-04	
   4.1093449592590332e+00	  -1.3958374706986630e-03	   1.2442960772661240e-03	
   4.2089521884918213e+00	   1.2246723198049909e-04	   1.6501112428212630e-03	
   4.3097264766693115e+00	  -2.6284869800324330e-04	   1.4713083906482570e-03	
   4.4093828201293945e+00	  -1.3142388525749446e-04	   7.3565415311253066e-04	
   4.5103733539581299e+00	   8.9310002998913777e-04	   2.0077169786801114e-03	
   4.6191744804382324e+00	   9.1850877176602089e-05	   1.2375832739683176e-03	
   4.7100472450256348e+00	  -3.9572997527992913e-05	   1.9732375430168802e-03	
   4.8089933395385742e+00	   8.4196332646175204e-05	   1.1344514109187030e-03	
   4.9088490009307861e+00	   1.5489210363772603e-03	   8.1834290253602064e-04	
   5.0096142292022705e+00	   1.2554560046759188e-03	   1.8771235562033957e-03	
   5.1112372875213623e+00	   1.2248387329366667e-03	   1.4645957877096778e-03	
   5.2099528312683105e+00	  -1.0028669961844937e-03	   1.5262307924887449e-03	
   5.3095471858978271e+00	  -9.8755975154724918e-04	   1.7324948033703973e-03	
   5.4093985557556152e+00	   9.0548800088731949e-05	   3.7264808807598213e-03	
   5.5100152492523193e+00	  -1.2504074904035396e-03	   3.2038034574035541e-03	
   5.6197056770324707e+00	  -2.0363503049612864e-03	   2.6399340798686716e-03	
   5.7100589275360107e+00	  -1.3269492996250869e-03	   2.1724836776624021e-03	
   5.8090128898620605e+00	  -2.2902405263697241e-03	   1.7254765579286483e-03	
   5.9094331264495850e+00	  -2.1358557688799136e-03	   1.2992184791066122e-03	
   6.0091576576232910e+00	  -2.3897459586296522e-03	   3.8476130497468414e-04	
   6.1100296974182129e+00	  -8.0890555231947125e-04	  -8.7326539891501736e-04	
   6.2093913555145264e+00	  -1.4953419860232364e-03	  -9.6419376047067468e-05	
   6.3090589046478271e+00	  -7.7828827002731998e-04	  -4.6073751448526756e-04	
   6.4095361232757568e+00	  -2.2327385605164102e-04	  -5.0192943715104618e-04	
   6.5103063583374023e+00	  -7.5532648085964871e-04	  -1.5134164055400056e-04	
   6.6196970939636230e+00	  -7.5532648085964871e-04	  -1.5134164055400056e-04	
   6.7102439403533936e+00	  -1.5808413549042346e-03	   1.2580265564408335e-03	
   6.8094766139984131e+00	  -1.0105215301620212e-03	   1.4230990453751619e-03	
   6.9093225002288818e+00	  -4.6316169237546747e-04	   1.2787749118516733e-03	
   7.0091941356658936e+00	  -2.2060450790002059e-03	   2.8599285170146740e-03	
   7.1090800762176514e+00	  -1.2886784108436626e-03	   2.6881433936289303e-03	
   7.2094857692718506e+00	  -2.0210421328357877e-03	   2.8461980063271284e-03	
   7.3091745376586914e+00	  -2.1754278072609536e-03	   3.2724562855083921e-03	
   7.4094281196594238e+00	  -1.6816498022931869e-03	   2.4062088787655369e-03	
   7.5104711055755615e+00	  -1.9521548998033659e-03	   3.7743855752105700e-03	
   7.6185631752014160e+00	  -1.7977673809545906e-03	   3.3481270112468834e-03	
